iter	Passed	Remaining
853	77076	193683
854	77179	193626
855	77253	193494
856	77331	193373
857	77408	193250
858	77507	193182
859	77615	193136
860	77692	193013
861	77769	192890
862	77847	192770
863	77927	192653
864	77999	192520
865	78069	192378
866	78160	192290
867	78229	192149
868	78309	192032
869	78385	191908
870	78466	191796
871	78511	191596
872	78601	191506
873	78680	191388
874	78738	191222
875	78811	191090
876	78872	190931
877	78931	190765
878	78994	190610
879	79055	190451
880	79119	190300
881	79181	190142
882	79244	189988
883	79325	189877
884	79397	189745
885	79460	189593
886	79523	189439
887	79584	189282
888	79648	189131
889	79710	188975
890	79782	188846
891	79842	188685
892	79911	188548
893	79983	188418
894	80042	188256
895	80111	188118
896	80177	187975
897	80252	187851
898	80331	187738
899	80425	187659
900	80516	187574
901	80598	187468
902	80673	187345
903	80759	187247
904	80804	187056
905	80875	186924
906	80916	186724
907	80984	186586
908	81048	186439
909	81108	186282
910	81169	186128
911	81227	185968
912	81295	185830
913	81358	185681
914	81433	185562
915	81495	185410
916	81571	185292
917	81635	185147
918	81655	184902
919	81725	184771
920	81805	184661
921	81876	184532
922	81942	184392
923	82000	184235
924	82058	184078
925	82119	183926
926	82177	183768
927	82232	183605
928	82294	183456
929	82356	183308
930	82421	183168
931	82480	183013
932	82542	182867
933	82606	182724
934	82667	182575
935	82731	182432
936	82797	182294
937	82866	182163
938	82933	182029
939	82997	181887
940	83069	181763
941	83132	181620
942	83208	181506
943	83300	181425
944	83362	181280
945	83425	181137
946	83479	180975
947	83549	180847
948	83617	180714
949	83685	180583
950	83751	180449
951	83832	180344
952	83898	180209
953	83961	180067
954	84028	179935
955	84088	179787
956	84151	179645
957	84232	179543
958	84306	179426
959	84367	179281
960	84429	179137
961	84489	178991
962	84550	178846
963	84609	178698
964	84673	178560
965	84741	178431
966	84837	178360
967	84903	178227
968	84968	178091
969	85031	177951
970	85091	177806
971	85162	177684
972	85228	177551
973	85328	177490
974	85396	177361
975	85465	177235
976	85526	177093
977	85565	176905
978	85621	176752
979	85681	176608
980	85738	176459
981	85796	176311
982	85856	176166
983	85920	176032
984	85983	175895
985	86045	175756
986	86118	175640
987	86181	175503
988	86242	175362
989	86305	175226
990	86398	175151
991	86454	175001
992	86516	174863
993	86583	174734
994	86641	174589
995	86699	174442
996	86773	174329
997	86832	174186
998	86888	174038
999	86951	173903
1000	87010	173760
1001	87073	173625
1002	87139	173497
1003	87203	173364
1004	87266	173229
1005	87327	173091
1006	87391	172959
1007	87469	172855
1008	87531	172720
1009	87593	172585
1010	87656	172452
1011	87720	172319
1012	87779	172178
1013	87852	172066
1014	87912	171926
1015	87977	171799
1016	88035	171656
1017	88092	171512
1018	88155	171380
1019	88217	171245
1020	88282	171117
1021	88344	170983
1022	88409	170855
1023	88473	170726
1024	88538	170597
1025	88602	170469
1026	88664	170336
1027	88724	170199
1028	88788	170070
1029	88854	169945
1030	88916	169811
1031	88975	169674
1032	89032	169532
1033	89090	169392
1034	89139	169236
1035	89198	169099
1036	89256	168959
1037	89332	168853
1038	89396	168726
1039	89473	168623
1040	89536	168493
1041	89611	168386
1042	89687	168282
1043	89752	168156
1044	89819	168035
1045	89893	167927
1046	89957	167800
1047	90017	167666
1048	90074	167526
1049	90119	167365
1050	90166	167206
1051	90224	167070
1052	90283	166934
1053	90343	166800
1054	90411	166682
1055	90477	166560
1056	90542	166436
1057	90607	166313
1058	90680	166204
1059	90720	166036
1060	90782	165906
1061	90848	165786
1062	90912	165660
1063	90974	165532
1064	91037	165405
1065	91101	165282
1066	91161	165150
1067	91233	165039
1068	91297	164916
1069	91357	164785
1070	91407	164636
1071	91465	164501
1072	91522	164365
1073	91581	164232
1074	91638	164096
1075	91724	164012
1076	91798	163908
1077	91879	163814
1078	91950	163704
1079	92016	163584
1080	92090	163480
1081	92152	163354
1082	92221	163239
1083	92296	163137
1084	92368	163028
1085	92434	162909
1086	92503	162795
1087	92573	162684
1088	92637	162561
1089	92728	162487
1090	92809	162396
1091	92876	162278
1092	92918	162117
1093	92977	161988
1094	93042	161868
1095	93121	161773
1096	93192	161663
1097	93258	161545
1098	93326	161432
1099	93390	161310
1100	93453	161188
1101	93512	161058
1102	93576	160938
1103	93639	160816
1104	93702	160692
1105	93765	160570
1106	93826	160445
1107	93887	160320
1108	93953	160203
1109	94015	160081
1110	94082	159965
1111	94145	159843
1112	94207	159721
1113	94266	159592
1114	94326	159466
1115	94385	159338
1116	94443	159209
1117	94508	159091
1118	94575	158978
1119	94634	158851
1120	94700	158735
1121	94765	158618
1122	94829	158499
1123	94907	158404
1124	94972	158287
1125	95039	158173
1126	95099	158048
1127	95161	157928
1128	95225	157809
1129	95290	157692
1130	95347	157563
1131	95406	157438
1132	95505	157377
1133	95565	157253
1134	95638	157150
1135	95703	157034
1136	95766	156914
1137	95828	156795
1138	95892	156678
1139	95957	156562
1140	96018	156440
1141	96095	156345
1142	96156	156222
1143	96217	156100
1144	96278	155979
1145	96342	155863
1146	96406	155746
1147	96462	155617
1148	96517	155487
1149	96589	155383
1150	96648	155259
1151	96706	155133
1152	96764	155007
1153	96822	154883
1154	96887	154767
1155	96949	154648
1156	97009	154527
1157	97077	154419
1158	97139	154300
1159	97208	154192
1160	97275	154082
1161	97350	153984
1162	97412	153866
1163	97479	153755
1164	97541	153639
1165	97605	153523
1166	97669	153409
1167	97734	153295
1168	97795	153176
1169	97857	153058
1170	97921	152944
1171	97988	152835
1172	98072	152752
1173	98138	152641
1174	98203	152529
1175	98270	152419
1176	98335	152307
1177	98401	152196
1178	98464	152081
1179	98526	151965
1180	98589	151849
1181	98653	151735
1182	98709	151610
1183	98768	151489
1184	98826	151366
1185	98883	151243
1186	98941	151121
1187	99001	151001
1188	99058	150879
1189	99135	150785
1190	99196	150668
1191	99260	150555
1192	99323	150442
1193	99392	150336
1194	99454	150221
1195	99517	150107
1196	99581	149995
1197	99644	149882
1198	99705	149766
1199	99767	149651
1200	99823	149527
1201	99879	149404
1202	99946	149297
1203	100005	149177
1204	100059	149050
1205	100118	148933
1206	100178	148815
1207	100245	148709
1208	100310	148599
1209	100369	148480
1210	100434	148371
1211	100496	148257
1212	100559	148144
1213	100625	148037
1214	100688	147925
1215	100760	147826
1216	100829	147723
1217	100898	147619
1218	100961	147507
1219	101025	147398
1220	101091	147289
1221	101158	147184
1222	101220	147071
1223	101284	146961
1224	101350	146854
1225	101422	146755
1226	101486	146646
1227	101556	146546
1228	101623	146439
1229	101688	146332
1230	101740	146205
1231	101803	146094
1232	101868	145986
1233	101937	145885
1234	102005	145781
1235	102108	145727
1236	102174	145621
1237	102238	145512
1238	102299	145399
1239	102368	145296
1240	102432	145187
1241	102493	145075
1242	102561	144972
1243	102628	144867
1244	102695	144762
1245	102760	144656
1246	102826	144551
1247	102923	144489
1248	102988	144382
1249	103069	144296
1250	103135	144191
1251	103191	144073
1252	103261	143973
1253	103325	143864
1254	103391	143758
1255	103451	143645
1256	103513	143535
1257	103577	143427
1258	103639	143317
1259	103703	143209
1260	103758	143089
1261	103826	142987
1262	103893	142884
1263	103959	142780
1264	104029	142680
1265	104096	142577
1266	104163	142474
1267	104229	142370
1268	104295	142265
1269	104361	142162
1270	104431	142063
1271	104496	141957
1272	104557	141847
1273	104618	141736
1274	104682	141629
1275	104749	141526
1276	104811	141417
1277	104874	141310
1278	104942	141208
1279	105018	141118
1280	105083	141013
1281	105148	140909
1282	105216	140807
1283	105271	140689
1284	105324	140569
1285	105391	140467
1286	105456	140362
1287	105525	140263
1288	105613	140189
1289	105680	140087
1290	105738	139974
1291	105804	139872
1292	105868	139765
1293	105931	139659
1294	105995	139553
1295	106070	139462
1296	106140	139365
1297	106208	139265
1298	106276	139166
1299	106346	139068
1300	106413	138967
1301	106478	138863
1302	106548	138765
1303	106618	138668
1304	106692	138577
1305	106777	138500
1306	106844	138398
1307	106954	138354
1308	107034	138270
1309	107097	138164
1310	107160	138058
1311	107222	137951
1312	107286	137845
1313	107379	137779
1314	107447	137679
1315	107522	137590
1316	107617	137525
1317	107696	137439
1318	107774	137352
1319	107847	137260
1320	107919	137166
1321	107996	137079
1322	108074	136992
1323	108170	136928
1324	108253	136849
1325	108336	136769
1326	108411	136678
1327	108477	136576
1328	108562	136499
1329	108635	136407
1330	108711	136317
1331	108787	136228
1332	108840	136112
1333	108918	136025
1334	109000	135944
1335	109074	135852
1336	109143	135756
1337	109211	135656
1338	109284	135565
1339	109368	135486
1340	109436	135387
1341	109501	135285
1342	109579	135200
1343	109646	135100
1344	109708	134994
1345	109776	134896
1346	109836	134788
1347	109992	134797
1348	110190	134858
1349	110453	134998
1350	110721	135144
1351	110952	135244
1352	111178	135336
1353	111384	135404
1354	111594	135477
1355	111759	135495
1356	111955	135551
1357	112172	135630
1358	112328	135637
1359	112522	135688
1360	112723	135748
1361	112970	135863
1362	113170	135920
1363	113429	136048
1364	113713	136206
1365	113907	136255
1366	113953	136127
1367	114043	136052
1368	114149	135995
1369	114213	135889
1370	114280	135785
1371	114340	135675
1372	114402	135567
1373	114466	135459
1374	114527	135350
1375	114591	135244
1376	114653	135136
1377	114741	135058
1378	114803	134949
1379	114865	134842
1380	114926	134732
1381	114989	134625
1382	115049	134515
1383	115112	134408
1384	115174	134300
1385	115255	134214
1386	115341	134135
1387	115400	134023
1388	115460	133913
1389	115523	133807
1390	115587	133702
1391	115645	133590
1392	115706	133482
1393	115766	133371
1394	115826	133263
1395	115893	133161
1396	115953	133051
1397	116016	132945
1398	116063	132821
1399	116124	132713
1400	116182	132602
1401	116241	132492
1402	116302	132383
1403	116367	132281
1404	116433	132179
1405	116492	132069
1406	116552	131960
1407	116611	131850
1408	116674	131744
1409	116729	131631
1410	116787	131520
1411	116847	131411
1412	116896	131290
1413	116952	131178
1414	117008	131066
1415	117065	130955
1416	117124	130844
1417	117193	130747
1418	117251	130637
1419	117306	130523
1420	117364	130413
1421	117423	130304
1422	117493	130208
1423	117555	130103
1424	117613	129994
1425	117673	129886
1426	117728	129773
1427	117783	129660
1428	117842	129552
1429	117901	129444
1430	117956	129331
1431	118010	129217
1432	118066	129107
1433	118123	128997
1434	118180	128886
1435	118234	128773
1436	118296	128669
1437	118353	128559
1438	118412	128451
1439	118462	128334
1440	118522	128228
1441	118584	128123
1442	118647	128020
1443	118705	127912
1444	118766	127807
1445	118825	127700
1446	118882	127590
1447	118941	127484
1448	119000	127377
1449	119042	127252
1450	119099	127143
1451	119156	127035
1452	119212	126924
1453	119248	126793
1454	119304	126684
1455	119362	126576
1456	119417	126466
1457	119472	126355
1458	119527	126244
1459	119563	126114
1460	119620	126006
1461	119677	125899
1462	119738	125794
1463	119797	125689
1464	119855	125582
1465	119911	125473
1466	119942	125338
1467	119998	125229
1468	120052	125119
1469	120111	125014
1470	120166	124904
1471	120226	124799
1472	120281	124691
1473	120335	124581
1474	120390	124471
1475	120446	124363
1476	120505	124258
1477	120535	124123
1478	120603	124028
1479	120680	123942
1480	120738	123835
1481	120795	123729
1482	120845	123615
1483	120899	123506
1484	120958	123401
1485	121014	123294
1486	121071	123188
1487	121126	123080
1488	121186	122977
1489	121245	122873
1490	121300	122764
1491	121355	122656
1492	121409	122548
1493	121465	122441
1494	121521	122334
1495	121576	122226
1496	121652	122140
1497	121710	122035
1498	121767	121930
1499	121823	121823
1500	121879	121717
1501	121939	121614
1502	121997	121510
1503	122055	121406
1504	122112	121301
1505	122170	121197
1506	122231	121095
1507	122290	120992
1508	122347	120887
1509	122404	120782
1510	122460	120677
1511	122517	120572
1512	122574	120467
1513	122635	120367
1514	122694	120265
1515	122754	120163
1516	122787	120035
1517	122845	119932
1518	122901	119826
1519	122960	119724
1520	123017	119620
1521	123076	119518
1522	123139	119420
1523	123197	119316
1524	123254	119213
1525	123312	119110
1526	123370	119007
1527	123430	118906
1528	123487	118803
1529	123543	118699
1530	123600	118595
1531	123656	118490
1532	123713	118386
1533	123769	118282
1534	123827	118180
1535	123885	118077
1536	123941	117973
1537	123985	117858
1538	124040	117753
1539	124095	117649
1540	124151	117545
1541	124210	117443
1542	124272	117346
1543	124328	117242
1544	124386	117140
1545	124441	117036
1546	124495	116931
1547	124560	116835
1548	124624	116739
1549	124680	116636
1550	124738	116535
1551	124797	116434
1552	124855	116333
1553	124912	116231
1554	124975	116134
1555	125052	116051
1556	125121	115960
1557	125182	115861
1558	125242	115763
1559	125304	115666
1560	125367	115568
1561	125423	115467
1562	125479	115363
1563	125533	115260
1564	125591	115158
1565	125646	115055
1566	125703	114954
1567	125759	114852
1568	125815	114749
1569	125871	114647
1570	125926	114544
1571	126002	114460
1572	126063	114362
1573	126119	114260
1574	126174	114157
1575	126230	114055
1576	126287	113955
1577	126343	113853
1578	126398	113750
1579	126456	113650
1580	126512	113548
1581	126565	113445
1582	126621	113343
1583	126677	113242
1584	126732	113139
1585	126790	113040
1586	126843	112936
1587	126899	112834
1588	126954	112732
1589	127017	112638
1590	127090	112552
1591	127151	112455
1592	127207	112355
1593	127267	112256
1594	127331	112163
1595	127387	112062
1596	127450	111968
1597	127525	111884
1598	127581	111782
1599	127634	111680
1600	127689	111578
1601	127743	111476
1602	127798	111375
1603	127853	111274
1604	127912	111176
1605	127970	111077
1606	128027	110978
1607	128098	110891
1608	128154	110791
1609	128209	110690
1610	128264	110589
1611	128317	110486
1612	128372	110385
1613	128425	110283
1614	128481	110183
1615	128536	110083
1616	128594	109985
1617	128652	109887
1618	128710	109789
1619	128769	109692
1620	128824	109592
1621	128880	109492
1622	128939	109395
1623	128995	109296
1624	129051	109197
1625	129107	109098
1626	129180	109013
1627	129239	108917
1628	129295	108817
1629	129350	108717
1630	129408	108620
1631	129473	108529
1632	129543	108441
1633	129602	108345
1634	129661	108249
1635	129717	108150
1636	129771	108050
1637	129833	107956
1638	129888	107857
1639	129942	107756
1640	129997	107658
1641	130053	107559
1642	130107	107459
1643	130184	107378
1644	130248	107286
1645	130313	107195
1646	130361	107091
1647	130416	106991
1648	130470	106892
1649	130525	106793
1650	130581	106695
1651	130637	106597
1652	130695	106501
1653	130748	106401
1654	130805	106303
1655	130860	106205
1656	130915	106107
1657	130971	106009
1658	131045	105926
1659	131100	105828
1660	131143	105719
1661	131198	105622
